Raw,Raw_Translated,Clean,Clean_Translated,Tag
Sana lahat tayo makapuntaaa  Kahit Gen Ad lang huehue. Wala lang squad goals kuno huehue. Ano ba trip ko Huahua. Ayoko na nga. XD,Hope we can all go even with gen ad just huehue. There are no squad goals supposedly huehue. What a trip I had. I don't want to. XD,"Sana lahat tayo makapunta  Kahit General Admission lang. Wala lang, squad goals kuno. Ano ba trip ko Huhu. Ayoko na nga. XD","Hope we can all go to the general admission. Nothing, squad goals. What a trip I had. I don't want to. XD",0
Sana matapos na ang Exam mo! Para ako naman ang sagutin mo.,Hope your exam is over! It looks like I'm the answer to you.,Sana matapos na ang Exam mo! Para ako naman ang sagutan mo.,Hope your exam is over! It seems to me that you will answer.,0
Sarap siguro magkaroon ng jowa na matalino sa math no Yung tipong nag-aaway na kayo kasi ang bobo mo turuan.,It is good that you have a jowa who is smart in Math no type that you are fighting for because you are stupid.,Sarap siguro magkaroon ng jowa na matalino sa math no Yung tipong nag-aaway na kayo kasi ang bobo mo turuan.,It is good that you have a jowa who is smart in Math no type that you are fighting for because you are stupid.,1
"Sasama ka ba sa exo solo concert Diba sabi mo sa comment sa bhnhs exostan, sasama ka...","Will you join the exo solo concert diba you say in the comment at bhnhs exostan, you go ...","Sasama ka ba sa exo solo concert Diba sabi mo sa comment sa bhnhs exostan, sasama ka...","Will you join the exo solo concert diba you say in the comment at bhnhs exostan, you go ...",0
Shoutout kay nanay kanina sa LRT (5th Ave.) na pinipilit niyang pakainin yung anak nya ng Yumburger. Sabi niya sa anak nya,Shoutout to Mom earlier on LRT (5th Ave.) that she insists on feeding her daughter with a yumburger. He told his son,Shoutout kay nanay kanina sa LRT (5th Ave.) na pinipilit niyang pakainin yung anak nya ng Yumburger.,Shoutout to Mom earlier on LRT (5th Ave.) that she insists on feeding her daughter with a yumburger.,0
shut off beh bili ka marker dun sa baba,shut off beh bili ka marker dun sa baba,"shut up beh, bumli ka ng marker dun sa baba","Shut up beh, you have a marker dun below",1
Si BBM po ay walang sinasabi kungdi UNITY ang plataporma.,BBM does not say anything but the platform is unity.,Si BBM po ay walang sinasabi kung hindi UNITY ang plataporma.,BBM says nothing if the platform is not unity.,0
Siguro kaya naiiyak Mel Tianco kasi siguro naranasan niya ang karanasan sa panahon ng tatay ni Marcos ,Maybe he was crying Mel Tianco because he probably experienced the experience of Marcos' father's time,Siguro kaya naiiyak SI Mel Tianco kasi siguro naranasan niya ang karanasan sa panahon ng tatay ni Marcos ,Maybe Mel Tianco was crying because he must have experienced the experience of Marcos' father's time,0
sino makakapag bigay sakin ng dahilan kung bakit KAILANGAN ang mandatory ROTC,Who can give me the reason why mandatory ROTC is needed,sino makakapag bigay sakin ng dahilan kung bakit KAILANGAN ang mandatory ROTC,Who can give me the reason why mandatory ROTC is needed,0
Sino-sino ang mga nagsidatingan sa unang gabi ng burol para sa mga labi ng Reyna ng Pelikulang Pilipino na si Susan Roces Panoorin!,Who came to the first night of the hill for the remains of the Philippine Film Queen Susan Roces Watch!,Sino-sino ang mga nagsidatingan sa unang gabi ng burol para sa mga labi ng Reyna ng Pelikulang Pilipino na si Susan Roces Panoorin!,Who came to the first night of the hill for the remains of the Philippine Film Queen Susan Roces Watch!,0
sir ok lang madami ka naman pambili ng laptop kahit 5 keri keri mo un ,sir ok ok you have a lot of laptop to buy even 5 keri keri mo un,sir ok lang madami ka naman pambili ng laptop kahit 5 keri keri mo yun ,sir it's ok you have a lot of laptop to buy even 5 keri keri mo yun,0
siraulo! HAHAHAHAHA,Siraulo! Hahahahaha,siraulo! HAHAHAHAHA,Siraulo! Hahahahaha,1
Siyempre sa mismong groupings ako nagkamali ng step HAHAHAHAHA,Of course in the Groupings itself I made a mistake of step hahahahaha,Siyempre sa mismong groupings ako nagkamali ng step HAHAHAHAHA,Of course in the Groupings itself I made a mistake of step hahahahaha,0
Skrrt skrrt,Jerted,Skrrt skrrt,Jerted,0
so yung sarili ko lang kelangan ko,So my own self,so yung sarili ko lang kelangan ko,So my own self,0
SOBRANGE CRINGE HUHUHU. pls wag niyo pansinin dobol chin ko,Super cringe huhuhu. Pls don't notice me dobol chin ko,SOBRANG CRINGE HUHUHU. please wag niyo pansinin double chin ko,Extremely cringe huhuhu. please don't notice me double chin,0
Luh ampayat payat mo naman eh,Luh ampayat payat mo naman eh,sobrang payat mo naman,You are very skinny,1
"Someone in my Feed said ""Masyadong sineseryoso yung eleksyon"". GAGO KA BA MALAMANG!!!!! Tanginangyan.","Someone in my feed said ""The election is too serious"". Are you crazy !!!!! Tangangangyan.","Someone in my Feed said ""Masyadong nilang sineseryoso yung eleksyon"". GAGO KA BA MALAMANG!!!!! Tanginang yan.","Someone in my feed said ""They are very serious about the election"". Are you crazy !!!!! Tanginang yan.",0
"sorry tapos uulitin, gago ka ba","sorry then repeat, are you crazy","sorry tapos uulitin, gago ka ba","sorry then repeat, are you crazy",1
subukan niyo ko hanapan ng credentials sa trabaho magwawala ako,Try me to find credentials at work I will lose,"subukan niyong hanapan ako ng credentials ko sa trabaho, magwawala ako","Try to find me my credentials at work, I will lose",0
suman na maalat,Salty salty,suman na maalat,Salty salty,0
sumilip phone ni madam,Madam's phone,sumilip phone ni madam,Madam's phone,0
tae kaba kc d kita mapag laruan eh!,Tae kaba kc d kita mapitan eh!,tae ka ba kasi hindi kita mapaglaruan eh!,Are you kidding me because I can't play you!,1
take your time but please act according to what is right in the eyes of God. we deserve the truth.,take your time but please act according to what is right in the eyes of God. we deserve the truth.,take your time but please act according to what is right in the eyes of God. we deserve the truth.,take your time but please act according to what is right in the eyes of God. we deserve the truth.,0
Tama.... Ika nga sa pagpatingin sa doctor ng may sakit pwede tayo mag 1st opinyon 2nd opinyon 3rd opinyon o hanggang ilang opinyon para malaman talaga kung anong tunay na sakit,Right .... so by seeing a sick doctor we can have 1st opinion 2nd opinion 3rd opinion or up to some opinion to know what real pain is,Tama.... Ika nga sa pagpatingin sa doctor ng may sakit pwede tayo mag 1st opinyon 2nd opinyon 3rd opinyon o hanggang ilang opinyon para malaman talaga kung anong tunay na sakit,Right .... so by seeing a sick doctor we can have 1st opinion 2nd opinion 3rd opinion or up to some opinion to know what real pain is,0
tanga agriculture kinuha ko ,fool agriculture i took,tanga agriculture kinuha ko,fool agriculture i took,1
tanggalin ko,I will delete,tanggalin ko,I will delete,0
tngina nagseselos na ako. Edi kayo na close! Kainin mo yang walang hiyang hinayupak mong sinabi na ako lang bestfriend mo.,I'm so jealous. Edi you are close! Eat that shameless little person you said I was just your best friend.,tangina nagseselos na ako. kayo na close! Kainin mo yang walang hiyang hinayupak mong sinabi na ako lang bestfriend mo.,I'm just jealous. You're close! Eat that shameless little person you said I was just your best friend.,1
Tapos mas panget ka pa sa ugali mo po,Then you are even worse than your behavior,Tapos mas panget ka pa sa ugali mo po,Then you are even worse than your behavior,1
"Tapos si Leni daw ‘yung lutang Lolz now I know why he doesn’t attend debates, dahil malamang ganitong sagutan ang mabibigay niya.","Then Leni seems to be the LoLz Lolz now I know why he doesn't attend debates, because this is likely to answer this.","Tapos si Leni daw ‘yung lutang Lolz now I know why he doesn’t attend debates, dahil malamang ganito lang na sagutan ang mabibigay niya.","Then Leni seems to be the LoLz now I know why she doesn't attend debates, because she probably just answers what she can give.",1
tarantado din po kayo kilalanin nyo muna binabangga nyo,You also know that you will recognize you first,"tarantado din po kayo, kilalanin nyo muna ang kinakalaban nyo","You are also a tan, you know what you are fighting for",1
tarantado ka pala yung katabi mo naka wheelchair pinagsuot mo ng stand up (1237895394),You are so talented that you are in a wheelchair you wear a stand up (1237895394),"tarantado ka pala, yung katabi mo naka wheelchair tapos pinagsuot mo ng ""stand up"" (1237895394)","You are so talented, when you are in a wheelchair and then you wear a ""stand up"" (1237895394)",1
"tayo yung literal na ""pinagtagpo pero hindi itinadhana.""","We are literally ""encountered but not destined.""","tayo yung literal na ""pinagtagpo pero hindi itinadhana.""","We are literally ""encountered but not destined.""",0
Thank you for the 2 wonderful years @ucn_ph ! Salamat sa pa-studio shoot. May bagong profile pic na ako ,Thank you for the 2 wonderful years @ucn_ph! Thanks for the studio shoot. I have a new profile pic i,Thank you for the 2 wonderful years @ucn_ph ! Salamat sa pa-studio shoot. May bagong profile pic na ako ,Thank you for the 2 wonderful years @ucn_ph! Thanks for the studio shoot. I have a new profile pic i,0
"Thank you sa pagiging funny, maasahan, and mabait na friend.","Thank you for being funny, hopeful, and kind friend.","Thank you sa pagiging funny, maasahan, and mabait na friend.","Thank you for being funny, hopeful, and kind friend.",0
"Thankful ako na nag karoon ako ng magulang na nakakilala kay Lord, passionate, caring na magulang even though pasaway kame hindi mo kame sinukuan.","I am thankful that I had a parent who knew the Lord, Passionate, caring parents even though we were not kidding you.","Thankful ako na nag karoon ako ng magulang na nakakilala kay Lord, passionate, caring na magulang, even though pasaway kami, hindi ka sumuko.","I am thankful that I had a parent who knew the Lord, passionate, caring parents, even though we were rebellious, you did not give up.",0
Top 1 Senator yarn,Top 1 Senator yarn,Top 1 Senator yarn,Top 1 Senator yarn,0
Totoo admin pati body shamers ang dami nila ,True admin as well as body shamers the volume they,Totoo admin. pati body shamers ang dami nila ,True admin. as well as body shamers they,0
"Totoo bang patay ka na Wag naman sana! Ang sarap kaya sa feeling na may magbubukas ng pinto para sayo, papaupuin ka sa bus kapag punong-puno, may mag-offer na buhatin kung ano man ang binubuhat mo, papaunahin ka sa pagpasok sa pinto etc.","Are you really dead! It's so good to feel like someone will open the door for you, get you on the bus when it's full, someone offers to lift whatever you are doing, letting you enter the door etc.","Totoo bang patay ka na Huwag naman sana! Ang sarap kaya sa feeling na may magbubukas ng pinto para sayo, papaupuin ka sa bus kapag punong-puno, may mag-offer na buhatin kung ano man ang binubuhat mo, papaunahin ka sa pagpasok sa pinto etc.","Is it true that you are dead! It's so good to feel like someone will open the door for you, get you on the bus when it's full, someone offers to lift whatever you are doing, letting you enter the door etc.",0
"True yan, one relative said to me before. ""Gala ng gala hindi nagiipon"" kaya the year after inivite ko xia sa house blessing ko!","True that, one relative said to me before. ""Gala ng gala is not gathered"" so the year after I inivite Xia in my house blessing!","True yan, one relative said to me before. ""Gala ng gala hindi nagiipon"" kaya the year after inivite ko xia sa house blessing ko!","True that, one relative said to me before. ""Gala ng gala is not gathered"" so the year after I inivite Xia in my house blessing!",0
"tubig ka ba
bakit.....
''kac wala kang taste  eh","Are you water
why .....
'' kac you don't taste eh eh","tubig ka ba
bakit.....
kasi wala kang taste eh.","Are you water
why .....
Because you have no taste eh.",1
uhaw na uhaw sa away tas nonsense naman rumebat tanga pakamatay ka na,thirsty thirst in the fight bag nonsense naman rumebat fool you die,"uhaw na uhaw sa away, tapos nonsense naman mag rebut, tanga pakamatay ka na","Thirsty for a fight, then nonsense again, you are so dead",1
Ulan malala ⛈,Rain is bad ⛈,Ulan malala ⛈,Rain is bad ⛈,0
“Iyak na mga kakampwet. Talo si Leni lugaw nyo! ”,“Crying friends. Leni lugaw nyo! ””,"Umiiyak na ang mga ""kakampwet"". Natalo na si Leni lugaw nyo!","The ""Kapamets"" are crying. Leni is already defeated!",1
Ung narealize mong mas ok kung tumugtog ka na lang asan ka na ba kc sis Alexia!,You don't realize it's better if you just play as you are KC SIS SIS Alexia!,Ung narealize mong mas ok kung tumugtog ka na lang asan ka na ba kasi sis Alexia!,You don't realize it's better if you just play it because you are Alexia!,0
Uulit ulitin kong tanga ka!,I repeat you again!,"Uulit ulitin kong, tanga ka!","I repeat it, you fool!",1
Uunlad pa lalo ang Lungsod Quezon. Tapos na ang Fake News. Panalo na ang taong bayan! Suko na kami! Panalo na si Mayor Joy!,Quezon City will grow even more. Fake news is over. The people are winning! Let's go! Mayor Joy is winning!,Uunlad pa lalo ang Lungsod Quezon. Tapos na ang Fake News. Panalo na ang taong bayan! Susuko na kami! Panalo na si Mayor Joy!,Quezon City will grow even more. Fake news is over. The people are winning! We're going to give up! Mayor Joy is winning!,0
Uy gagi Himagsikan naaaaa!! trabaho lang walang personalan. Nagta-trabaho lang kami kay Leni pero BBM talaga kami!],Hey gagi rebel naaaaa !! Just work without a person. We just worked with Leni but we're really BBM!],Uy gagi Himagsikan na!! trabaho lang walang personalan. Nagta-trabaho lang kami para kay Leni pero BBM supporters talaga kami!,Hey gagi rebel na !! Just work without a person. We only work for Leni but we are BBM supporters!,0
"uy gagi vernon, hinahanap na si nemo sa kanila.","Hey Gagi Vernon, Nemo is looking for them.","uy gagi vernon, hinahanap na nila si nemo","Hey Gagi Vernon, they're looking for Nemo",1
uy gagi ang dami nga,Hey bless the quantity that,"uy gagi, sobrang dami nga","Hey Gagi, too much",1
"wag mo na ulitin , balik loob lang po ","Don't repeat it, just go back inside","wag mo na ulitin , balik loob lang po ","Don't repeat it, just go back inside",0
Wait ko yun mars. Keep safe always.,Wait ko yun mars. Keep safe always.,Wait ko yun mars. Keep safe always.,Wait ko yun mars. Keep safe always.,0
Wala ako alam diyan pero libre mo ako ice cream at ramen ,I dont know that but you free i ice cream and ramen,Wala ako alam diyan pero libre mo ako ice cream at ramen ,I dont know that but you free i ice cream and ramen,0
"wala akong alam dyan, pera ang inaantay kong gumapang ngayon. Wala pa ba mga sezz!","I don't know anything, I want to crawl now. Aren't there any sezz!","wala akong alam dyan, pera na lang ang hinihintay kong gumapang ngayon. Wala pa ba mga sis!","I don't know that, I'm just waiting for money now. Aren't there any sis!",0
alaws ka na palang nagawang tama bhie e. Pakamatay na,you are able to do it right bhie e. Death,wala ka na palang nagawang tama bhie eh. Pakamatay ka na,You haven't done anything right bhie eh. You're dead,1
wala na tayong stock ng motivational quotes tama,we no longer stock motivational quotes correct,wala na tayong stock ng mga motivational quotes tama,we no longer stock motivational quotes correct,0
wala pa naman 5 seconds pede pa,Not yet 5 seconds more,wala pa naman 5 seconds. pwede pa,In less than 5 seconds. PWEDE PA,0
Lol walang panget sameng magto-tropa pag may nakita kang ganun di namin tropa yun sumama lang.,LOL No Panget Same Trooper If you saw something we didn't even go with.,"Walang panget sa aming magkakaibigan, pag may nakita kang ganun, hindi nami kaibigan yun, sumama lang.","There is no ugly to our friends, if you see something like that, we are not friends, just go.",1
walang tatalo sa Bananaque sa Bangar La Union,There is no prayer in Bananaque in Bangar La Union,walang tatalo sa Bananaque sa Bangar La Union,There is no prayer in Bananaque in Bangar La Union,0
weh d nga,Weh D Nga,weh.hindi nga,weh.not that,0
"Well, Na Share ko lang! Ang dami ngayong members ng SSG, Nasa 150 ata tanong ko lang Alam ba talaga nila kung ano ang ibigsabihin ng ""Supreme Student Goverment"" ,","Well, I just share it! The number of members of the SSG, at 150 I just ask do they really know what the ""Supreme Student Governor"" means,","Well, Na Share ko lang! Ang dami ngayong members ng SSG, Nasa 150 ata tanong ko lang Alam ba talaga nila kung ano ang ibigsabihin ng ""Supreme Student Goverment"" ,","Well, I just share it! The number of members of the SSG, at 150 I just ask do they really know what the ""Supreme Student Governor"" means,",1
WHAT IF GAWA NA LANG PO KAMI NG SARILI NAMING GMAIL PARA 15 GB,What if we just made our own Gmail for 15 GB,WHAT IF GAWA NA LANG PO KAMI NG SARILI NAMING GMAIL PARA 15 GB,What if we just made our own Gmail for 15 GB,0
What if jakulin kita bang tulog haha,What if we were sleeping haha,What if jakolin kita bang tulog haha,What if we jakolin bang sleep haha,1
what if sampalin q kayong lahat,What if you slap q all of you,what if sampalin ko kayong lahat,What if I slap you all,1
Yass finally!!Welcome back king,Yass finally!!Welcome back king,Yass finally!!Welcome back king,Yass finally!!Welcome back king,0
"Yeah I get it, Gagraduate ang anak , but the point is need pabang picturan","Yeah I get it, the child is a graduate, but the point is the perfume picture","Yeah I get it, Gagraduate ang anak , but the point is need pabang picturan","Yeah I get it, the child is a graduate, but the point is the perfume picture",0
"Yeah, I get it. Maganda ka, but the point is need pa bang picturan ","Yeah, I get it. Maganda ka, but the point is need pa bang picturan ","Yeah, I get it. Maganda ka, but the point is need pa bang picturan ","Yeah, I get it. Maganda ka, but the point is need pa bang picturan ",0
Yes more on island hopping pero it's super safe kasi di mabilis ang mga banka magpatakbo. Laging may mga life vest na ready ang mga boats. And madaming guide sa isang boat meaning madaming lifeguards kumbaga.,Yes more on island hopping but it's super safe because the banks are not fast. Boats always have life vests ready. And there are many guides in a boat meaning a lot of lifeguards.,Yes more on island hopping pero it's super safe kasi di mabilis ang mga bangka magpatakbo. Laging may mga life vest na ready ang mga boats. And madaming guide sa isang boat meaning madaming lifeguards kumbaga.,Yes more on island hopping but it's super safe because boats are not fast. Boats always have life vests ready. And there are many guides in a boat meaning a lot of lifeguards.,0
"Yes po opo MagJOWA po kami BAKLA AKO AT BABAE SIYA  And masaya kami parehas sa naging disisyon namin. Nagsimula sa inaasar kayo ng kaibigan nyo na""","Yes yes we are gay and she is a girl and we are happy with the same decision. Started with your friend's friend ""","Yes po opo In a relationship po kami.GAY AKO AND SHE'S GIRL.Masaya kami, parehas sa naging disisyon namin. Nagsimula sa inaasar kayo ng kaibigan nyo na""","Yes we are in a relationship. Started with your friend's friend """,0
"Yes, I get it, magdedeliver siya ng commencement speech. But the point is, need pa ba picturan","Yes, I get it, he will send a commencement speech. But the point is, need more picture","Yes, I get it, magdedeliver siya ng commencement speech. But the point is, need pa ba picturan","Yes, I get it, he will send a commencement speech. But the point is, need more picture",0
Yeyy andito kana ulit mister pogssss,Yeyy andito kana again mister pogssss,Yey nandito ka na ulit mister pogs,Yey you are here again mister pogs,0
yung ang panget mo dun sa picture niyo pero ayaw idelete ng kaibigan mo kase cute sya don,The ugly you are in your picture but your friend doesn't want to be cute,"yung ang panget mo dun sa picture niyo pero ayaw idelete ng kaibigan mo, kase cute sya doon sa picture","You are so ugly in your picture but your friend doesn't want to, he's cute in the picture",0
"Yung feeling na kain ka na ng kain
:3
pero di ka padin mabusog busog. 
ampeyr ","The feeling that you are eating
: 3
But you are not satisfied.
Ampeyr",Yung feeling na kain ka na ng kain pero di ka padin mabusog busog.  unfair,The feeling that you are eating but you are not full of full. Unfair,0
Yung ginawa kang tanga ng kaibigan mo,The one who made you a friend of your friend,Yung ginawa kang tanga ng kaibigan mo,The one who made you a friend of your friend,1
yung Libog na Libog ka pero Binalibag ka.,You are lustful but you are thrown away.,"yung Libog na Libog ka, pero Binalibag ka.","You are lustful, but you are thrown away.",0
yung nagaaral ka magfloating tapos andyan yung tropa mong tarantado,The one you are studying will be finished with your troop trooper,yung nagaaral ka mag-floating tapos andyan yung tropa mong tarantado,"If you study, you will be floating with your trooper",1
yung nakikiwandat ka tapos linagpasan lang yung sayo,The one you are looking forward,"yung naki one dot ka, tapos linagpasan lang yung comment mo.","If you have one dot, then just pass your comment.",0
"Yup, I voted for Robin Padilla. Call me bobo. I dnt care.","Yup, I voted for Robin Padilla. Call me bobo. I dnt care.","Yup, binoto ko si Robin Padilla. Call me bobo. I dont care.","Yup, I voted for Robin Padilla. Call me stupid. I dont care.",1
Its been so many months almost a year since we were last here It was a long hot day out of town so its lamb sausages sauerkraut and lotsa beers,Its been so many months almost a year since we were last here It was a long hot day out of town so its lamb sausages sauerkraut and lotsa beers,Its been so many months almost a year since we were last here It was a long hot day out of town so its lamb sausages sauerkraut and lotsa beers,Its been so many months almost a year since we were last here It was a long hot day out of town so its lamb sausages sauerkraut and lotsa beers,0
so di ka pala ang favorite Hays,So you're not the favorite hays,so di ka pala ang favorite Hays,So you're not the favorite hays,0
Yes please,Yes please,Yes please,Yes please,0
Gising na gising akala mo wala ako duty bukas,Awake you thought i dont duty tomorrow,"Gising na gising, akala mo wala ako duty bukas","Awake awake, you thought i dont duty tomorrow",0
