Raw,Raw_Translated,Clean,Clean_Translated,Tag
I am still worthy to be loved,I am still worthy to be loved,I am still worthy to be loved,I am still worthy to be loved,0
Kung sa manila lagi akong puyat kabaligtaran dito,If in Manila I always vigilant here,Kung sa manila lagi akong puyat. Kabaligtaran dito,If in Manila I was always awake. Opposite here,0
Yeah I get it Magjajakol but the point is need pa bang videohan,Yeah I get it Magjajakol but the point is need pa bang videohan,"Yeah I get it magsalsal but the point is, kailangan bang kumuha ng video","Yeah I get it masturbating but the point is, do you need to take a video",1
the hate from someone who graduated,the hate from someone who graduated,the hate from someone who graduated,the hate from someone who graduated,1
Pero pag wala ka nang gamit sa kanya ignore na,But if you have no use for him Ignore that,"Pero pag wala ka nang gamit sa kanya, ignore mo na siya","But if you have no use for her, you ignore her",1
Mukhang tuloy na tuloy na sa December,It looks like it's going on in December,Mukhang tuloy na tuloy na sa December,It looks like it's going on in December,0
Cheat day madami foods,Cheat day more foods,Cheat day. Madami foods,Cheat day. More foods,0
Let there be no rain on my birthday please Gusto ko ng isang birthday hike,Let there be no rain on my birthday please i want a birthday hike,Let there be no rain on my birthday please. Gusto ko ng isang birthday hike,Let there be no rain on my birthday please. I want a birthday hike,0
Mas ayoko din sa tulad mo ewww,I don't like you too Ewww,Mas ayoko din sa tulad mo ewww,I don't like you too Ewww,1
Tangina niyo pareho,Take it both,Tangina niyo pareho,Take it both,1
Edi sana naglilinis parin ako ng kwarto,I wish I was still cleaning the room,Edi sana naglilinis parin ako ng kwarto,I wish I was still cleaning the room,0
Gago sinabihan ako malaki daw tiyan ko Tangina nasaktan ako doon,Gago told me big my stomach was hurting me there,Gago. Sinabihan ako na malaki daw tiyan ko. Tangina nasaktan ako doon,Gago. I was told that my stomach was big. Tangina hurt me there,1
Hala hahaha ano yung requirements na nakasali ako dito Haha,Hahaha hahaha what are the requirements that i joined here haha,Hala hahaha ano yung requirements na nakasali ako dito Haha,Hahaha hahaha what are the requirements that i joined here haha,0
Hello from the other side,Hello from the other side,Hello from the other side,Hello from the other side,0
Super happy ko na deliver ko ng maayos ang report namin At ang Ganda Ng feedback Ni ma am,I'm super happy that I deliver our report properly and the good feedback of Ma am,Super happy ko na deliver ko ng maayos ang report namin at ang ganda ng feedback ni maam,I'm super happy that I deliver our report properly and the beauty of maam's feedback,0
Ewan ko lang pero nagagandahan talaga ako sa tunog ng electric guitar,I don't know but I really admire the sound of electric guitar,Ewan ko lang pero nagagandahan talaga ako sa tunog ng electric guitar,I don't know but I really admire the sound of electric guitar,0
I got my diploma 2 days ago,I got my diploma 2 days ago,I got my diploma 2 days ago,I got my diploma 2 days ago,0
Clout chaser Hahahaha konting kibot mga aatakihin sa puso hhahaha,Clout Chaser hahahaha a little bit of heart attacks hhahaha,"Clout chaser Hahahaha konting pagkibot, aatakihin sa puso hahahaha","Clout Chaser hahahaha a little bit of a shock, heart attack hahahaha",1
wala talaga ako tiwala sa mga answers ko,I really don't trust my answers,wala talaga ako tiwala sa mga answers ko,I really don't trust my answers,1
Sleepy while on training,Sleepy while on training,Sleepy while on training,Sleepy while on training,0
The reveal was great The look Not so much,The reveal was great The look Not so much,"The reveal was great but the look, not so much","The reveal was great but the look, not so much",1
Nakakagutom sarap kumain Ng sausage yung 7 inches Sana,Hungry to eat sausage of 7 inches hopefully,Nakakagutom. Sarap kumain ng sausage. Yung 7 inches sana,Hungry. Enjoy eating sausage. Yung 7 inches sana,1
True Wala naman masama mag picture lalo na important event yun,True there is nothing wrong with picture especially important event,True. Wala naman masama kumuha ng picture lalo na at important event yun,True. There is nothing wrong with taking a picture especially at that important event,0
Di talaga mawawala sa mga katrabaho mo yung mga Epal at papansin,Your co -workers will never lose the apples and pay attention,"Hindii talaga mawawala sa mga katrabaho mo yung mga taong pakialamero
at papansin","You will never lose your co -workers to those who care about the people
And pay attention",1
love how my friends respond with the same answers and then here goes my man hahahaha,love how my friends respond with the same answers and then here goes my man hahahaha,love how my friends respond with the same answers and then here goes my man hahahaha,love how my friends respond with the same answers and then here goes my man hahahaha,0
Merienda muna,Snacks first,Merienda muna,Snacks first,0
ang gusto ko lang talaga ay pumayat,All I really want is to slow down,ang gusto ko lang talaga ay magpanipis,All I really want is to be thin,0
Nalipasan ako ng gutom lol,I'm so hungry lol,Nalipasan ako ng gutom lol,I'm so hungry lol,0
What I am doing wrong,What I am doing wrong,What I am doing wrong,What I am doing wrong,1
Paano na to Haha,How to do it haha,Paano na to Haha,How to do it haha,0
Eto na naman tayo google pano maging pokpok or pano makakuha ng sugar daddy,Here we go Google again to be a pokpok or get a sugar daddy,Eto na naman tayo. Google kung paano maging puta or paano makakuha ng sugar daddy,Here we go again. Google how to be a hooker or how to get a sugar daddy,1
thank you lord,thank you lord,thank you lord,thank you lord,0
Can t wait to get out of town for a few days next week,Can t wait to get out of town for a few days next week,Can't wait to get out of town for a few days next week,Can't wait to get out of town for a few days next week,0
Napahiya e haha,Embarrassed e haha,Napahiya eh haha,Embarrassed eh haha,1
Im so proud of you,Im so proud of you,Im so proud of you,Im so proud of you,0
Ang ganda ng asawa ko,My wife's nice,Ang ganda ng asawa ko,My wife's nice,0
Back to work na ulit huhu,Back to work again huhu,Back to work na ulit huhu,Back to work again huhu,0
hindi ko maipaliwanag ang nararamdaman ko hahahahaha,I can't explain how I feel hahahahaha,Hindi ko maipaliwanag ang nararamdaman ko hahahahaha,I can't explain how I feel hahahahaha,0
TAGAL NYO INANG YAN,How long have you been,ANGTAGAL NIYO. INANG YAN,It's been a while. That's it,1
sana matapos na agad tong week na to dahil pagod so much na me,Hope to finish this week soon because I'm so tired of me,Sana matapos na agad tong week na to dahil pagod so much na me,Hope to finish this week soon because I'm so tired of me,1
Mga dumayo pa ng ibang bansa para dun mag rally Baka nga naman doon marinig sila dollar pa ang kita,Other countries are still coming to rally so maybe they can hear the dollar yet,Mga dumayo pa ng ibang bansa para dun mag rally. Baka nga naman doon marinig sila. Dollar ang kita,Those who are still traveling abroad to rally. Maybe they'll hear them there. Dollar is the income,0
one wrong move and you will be eliminated,one wrong move and you will be eliminated,one wrong move and you will be eliminated,one wrong move and you will be eliminated,1
Kung pwede lang kita samahan,If only I could join you,Kung pwede lang kita samahan,If only I could join you,0
Dito pa nga yan pinapatira hahaha,Here it is still staying hahaha,Dito pa nga siya pinapatira hahaha,Here he is still living hahaha,0
I badly miss your cuddle,I badly miss your cuddle,I badly miss your cuddle,I badly miss your cuddle,0
Baka dito na bumigay yung sanity ko,It may be here that my sanity gives,Baka dito na bumigay yung sanity ko,It may be here that my sanity gives,1
tara punta tayo sa school hahaha,Let's go to school hahaha,tara punta tayo sa school hahaha,Let's go to school hahaha,0
i can feel myself breaking piece by piece,i can feel myself breaking piece by piece,i can feel myself breaking piece by piece,i can feel myself breaking piece by piece,1
Wag kana umulan pano ako makakaalis,It is not raining but I can leave,Wag kana umulan. Paano ako makakaalis,Don't rain. How can I get out,0
Ako na kagigising lang,I just woke up,Ako na kagigising lang,I just woke up,0
Thank God for the good news today Passed the first round Let s go round 2,Thank God for the good news today Passed the first round Let s go round 2,Thank God for the good news today. Passed the first round. Let's go round 2,Thank God for the good news today. Passed the first round. Let's go round 2,0
Hotpot please,Hotpot please,Hotpot please,Hotpot please,0
Grabe ka Bawal ka mamatay sis,You're so bad you die sis,Grabe ka. Bawal ka mamatay sis.,You're so bad. You will not die sis.,1
Tagal naman dumaan ng ulan,It was raining for a long time,Tagal naman dumaan ng ulan,It was raining for a long time,0
may pag asa pa,there is still hope,may pagasa pa,there is still hope,0
Nabili din kita,I also bought you,Nabili din kita,I also bought you,0
Ang bobo mo talaga,You are stupid,Ang bobo mo talaga,You are stupid,1
Almost Friday,Almost Friday,Almost Friday,Almost Friday,0
Tamad na tamad ako today tangina,I'm so lazy today tangina,Tamad na tamad ako today tangina,I'm so lazy today tangina,1
Lakas naman maka ignore pero pag tigang ka ambilis,You can ignore it but if you are buried,"Malakas naman maka ignore pero kapag malibog ka, mabilis ka","It's strong to ignore but when you're horny, you're fast",1
ramdam na ramdam ang pagiging middle child,Feeling that being a middle child,ramdam na ramdam ko ang pagiging middle child,Feeling that I was feeling the middle child,0
Yup it still stands,Yup it still stands,Yup it still stands,Yup it still stands,0
Kasi masarap na,It's delicious,Kasi masarap na,It's delicious,0
Nakakaloka mga TROLLS Ano 31M din kayong lahat Walang tigil lahat na lang issue,Trolls are 31m all of you all the relentless issues,"Nakakabaliw ang mga TROLLS. Ano, 31M din kayong lahat Walang tigil. Lahat na lang ay issue","The trolls are insane. What, 31m you are all innocent. Everything is just an issue",1
Sana maganda gising mo,Hope you are nice awake,Sana maganda ang gising mo,Hope you are beautifully awake,0
Lord mamatay na unta ko,Lord die i would,"Lord, mamatay na sana ko","Lord, I will die",1
Uy I miss you mag chat ka nga please,Hey I miss you chat,Uy I miss you. Mag chat ka nga please,Hey I miss you. Chat please,0
tapos na folks next please,finished folks next please,tapos na folks. next please,Finished folks. Next please,0
Hindi ko na naman alam kakainin ko pang ilang araw na talaga to Ako ba to Hahaha,I didn't even know I was going to eat it for a few days so I'm really going to hahaha,"Hindi ko na naman alam ano kakainin ko, pang ilang araw na talaga ito. Ako ba ito Hahaha","I don't know what to eat, it's been a few days. I am this hahaha",0
Proud ako sa mga batchmatee ko,I'm proud of my batchmates,Proud ako sa mga batchmatee ko,I'm proud of my batchmates,0
nag break kami kahit wala namang kami,We took a break even though we didn't have,nag break kami kahit wala namang kami,We took a break even though we didn't have,1
deserve mo iyan,You deserve that,deserve mo iyan,You deserve that,1
Yung migraine ko parang gusto kog manakit,My migraine seems like I want to hurt,Yung migraine ko parang gusto ko manakit,My migraine seems like I want to hurt,1
Ang swerte ng kasama,The luck of the companion,Ang swerte ng kasama,The luck of the companion,0
Opo at naiyak nanaman ako sa lungkot ng pabalik na ako ng manila,Yes and I cried for the sadness of the manila back,Opo at naiyak nanaman ako dahil sa lungkot ng pagbalik ko ng manila,Yes and I cried because of the sadness of my return to Manila,1
